sample_index,bvp
0,-0.02516235165851642
1,-0.10223460214324592
2,-0.18381629319853818
3,-0.2653259815732283
4,-0.3389927692736965
5,-0.3966202986690022
6,-0.4320313660139735
7,-0.4423924939833918
8,-0.4280441217809871
9,-0.39102302886243445
10,-0.332968567971195
11,-0.25337601715713
12,-0.14909547441551668
13,-0.01557328124859652
14,0.15029393240573918
15,0.3464728701104781
16,0.5625129224661073
17,0.7780010620660478
18,0.9637375604372812
19,1.0859068561124272
20,1.112624536656887
21,1.02142606389967
22,0.8057931582571408
23,0.4788568480197781
24,0.07299706356486417
25,-0.3649369946744717
26,-0.7819001383428579
27,-1.1285424989731552
28,-1.3683109194850265
29,-1.4834708546485564
30,-1.4765256986860584
31,-1.3667223638445767
32,-1.1826890751323766
33,-0.9533600298708853
34,-0.6998611014271231
35,-0.43080831761578475
36,-0.1425076450407975
37,0.1758946324043471
38,0.5337779948650606
39,0.9295802567837913
40,1.3435919254905295
41,1.7356807370740917
42,2.0493909625232956
43,2.2220921360946755
44,2.19907183000874
45,1.9481753820760936
46,1.4711259391241298
47,0.80823626458719
48,0.034757561735301507
49,-0.7523697444581492
50,-1.4545946232500497
51,-1.9908663634641115
52,-2.311122754130269
53,-2.4025617561721853
54,-2.2874993828538117
55,-2.01375394978319
56,-1.6403697070845769
57,-1.2225824097864129
58,-0.7999747770705665
59,-0.3907757597946362
60,0.006521015940020525
61,0.4051195064820741
62,0.8181517280432611
63,1.2468976343533744
64,1.6727248314511232
65,2.0554434567560804
66,2.3389700132836904
67,2.463129607349593
68,2.3786529078190357
69,2.0614307342138716
70,1.522137938918898
71,0.8084197515381828
72,-0.001285379502828263
73,-0.8110773783256862
74,-1.5250434426872017
75,-2.064704299459982
76,-2.3823477805928936
77,-2.467208123228195
78,-2.343278508873371
79,-2.0596919708844017
80,-1.6764692151001745
81,-1.2495176132185244
82,-0.8188319518660768
83,-0.40285106633242157
84,-0.0001242982246338481
85,0.4026095976067483
86,0.8186102890051111
87,1.2493254203018667
88,1.6763079984957827
89,2.0595506113845756
90,2.3431361253747007
91,2.4670290278797444
92,2.3820746826549932
